Provider Name,AHFoZ Number,Registration Number,Provider Type,Speciality,Medical Aid Accepted,Organisation,Address,City,Province,Phone,Mobile,Email,Website,Contact Person,Latitude,Longitude,Source URL,Source Title,Last Verified,Notes
Shava Paul Solomon,,M 800261,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2013
Shawa Mine Clinic,,,Clinic,,,,Shawa Mine,Dorowa,,,,,,Patients Nhau,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shawarira - Bote Sandra,,M 500780,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2006
Shawasha Medical Center,,,Clinic,,,,"Shop Number 4, Shawasha Hills Mall, Stand Number 1022",Harare,Harare,,,,,Vallary Chinyai,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
SHAWASHA MEDICAL CENTRE,,,Clinic,,PSMAS,,,,,,,,https://psmas.co.zw/directory/shawasha-medical-centre/,,,,https://psmas.co.zw/directory/shawasha-medical-centre/,PSMAS All Listings,2026-07-27,From PSMAS website listings API/HTML JSON
Shawatu Berlindah Nyaradzo,,M 700330,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2008
Shawatu Simba Magomo,,M 801100,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2017
Shayamano Jossy Chiedza,,Dp 802167,Dentist,Dental Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: BDS (ZIMB) 2021
Shayawabaya Taona,,Int 802808,Doctor,Intern,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2023
Sheba Private-Border Timbers,,,Private-Border Timbers,,,Other,"Mutasa, Manicaland",Mutasa,Manicaland,,,,,,-18.77103,32.8048095703,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Private-Border Timbers; Ownership code/source: Other; Source updated field: 1998
Sheets Harry Kyle,,M 373892,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: Doctor of Medicine (Texas-USA) 1997
Shekinah Nurses Polyclinic,,,Polyclinic,,,,235 GarikaiInyathi Township,Turk Mine,,,,,,Sukoluhle Nyathi,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shelley Pharmacy T/A Court Pharmacies,,,Pharmacy,,,,2A Fairways Building,Belgravia,,,,,,Brian Chikandiwa,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Sherekete Ndebele Loveness,,M 801743,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBBS (ZIMB) 2017
Shereni Misheck,,M 801257,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2018
Sherukuru Rural Health Centre,,,Clinic,,,NGO,"Mutasa, Manicaland",Mutasa,Manicaland,,,,,,-18.64078,32.5363616943,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Rural Health Centre; Ownership code/source: NGO; Source updated field: 1998
Sherwood Clinic,,,Clinic,,,Local Authority / Rural,"Kwekwe, Midlands",Kwekwe,Midlands,,,,,,-18.82453,29.806219101,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Shiloam Health - Clinic Redcliff,,,Clinic,,,,6 Sally Mugabe WayRedcliff,Kwekwe,Midlands,,,,,Johnson Dongijena,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shiloh Imaging Centre,,,Radiology Centre,Radiology,,,Number 31Birmingham Road,Mvurwi,Mashonaland Central,,,,,Ratidzai Hofisi,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shindi Clinic,,,Clinic,,,Local Authority / Rural,"Chivi, Masvingo",Chivi,Masvingo,,,,,,-20.87186,30.8503608704,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Shinga Clinic,,,Clinic,,,Local Authority / Rural,"Mudzi, Mashonaland East",Mudzi,Mashonaland East,,,,,,-17.00806,32.4394989014,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Shinja Clinic,,,Clinic,,,Local Authority / Rural,"Chimanimani, Manicaland",Chimanimani,Manicaland,,,,,,-19.75481,32.6066894531,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Shinje Clinic,,,Clinic,,,Local Authority / Rural,"Guruve, Mashonaland Central",Guruve,Mashonaland Central,,,,,,-16.70667,30.7236099243,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Shiri Ruth Rugarenashe,,Dp 339922,Dentist,Dental Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: D. Stom (Sofia-BULGARIA) 1997
Shirichena Chiedza Makaita,,M 801812,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2020
SHOKO B.,,,Healthcare Provider,,PSMAS,,,,,,,,https://psmas.co.zw/directory/shoko-b/,,,,https://psmas.co.zw/directory/shoko-b/,PSMAS All Listings,2026-07-27,From PSMAS website listings API/HTML JSON
Shoko Bright,,Prs 701829,Doctor,Specialist Plastic And Reconstructive Surgeon,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2012
Shoko Dorothy,,D Ther 805333,Dentist,Dental Therapist,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: Cert in Dental Therapy (ZIMB) 2021
Shoko Prince Tinotenda,,Int 804817,Doctor,Intern,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2025
Shoko Sthembeni Rudairo,,M 802118,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2015
Shoko Tendai Bongani,,Dp 802041,Dentist,Dental Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: BDS (ZIMB) 2014
Shoko Tinashe Jackson,,M 803416,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2017
Shoko Tinashe Takunda,,M 800482,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2018
Shoko Trymore,,M 800814,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2014
Shoko Vivian Simba,,D Ther 243221,Dentist,Dental Therapist,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: Cert in Dental Therapy (ZIMB) 1991
Shoko Vongai,,Int 804699,Doctor,Intern,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2024
Shonganiso Clinic,,,Clinic,,,Local Authority / Rural,"Masvingo, Masvingo",Masvingo,Masvingo,,,,,,-20.43675,31.0854701996,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Shongo Ndjate Francois,,M 400467,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MD (Kinshasa-DRC) 2001
Shonhai Nomunkosi,,M 805676,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2022
Shonhe Tidiness,,M 802298,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2021
Shonhiwa Chiyedza Memory Nicolla,,M 802133,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (Wenzhou -CHINA) 2014
Shonhiwa Fidelis,,M 802965,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2023
Shoniwa Marcia,,Int 804257,Doctor,Intern,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2025
Shopo Clinic,,,Clinic,,,Local Authority / Rural,"Mazowe, Masonaland Central",Mazowe,Masonaland Central,,,,,,-17.02617,31.19999,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 2007
Shoriwa David,,D Ther 294988,Dentist,Dental Therapist,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: D.Ther (ZIMB) 1994
Shoti Learnmore,,M 800438,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2018
Showers Pharmacy,,,Pharmacy,,,,"Shop 8 Number 49 Afgate House, Cnr 4th and G. Silundika",Harare,Harare,,,,,Needmore Kugoda,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Showground Medical Centre,,,Clinic,,,,21 Chirodzero Business Centre,Domboshava,,,,,,Clancy Nyamkure,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Showground Medical Centre - Dental,,,Dentist,Dentistry,,,231 Chirodzero Business Centre,Domboshava,,,,,,Tapiwa Nyakudya,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Showground Pharmacy,,,Pharmacy,,,,212 Chirodzero Business Centre,Domboshava,,,,,,Kudzai Chinoera,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shumba Alson,,M 802832,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2022
Shumba Charity Nyarai,,D Ther 802439,Dentist,Dental Therapist,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: D.Ther (ZIMB) 2005
Shumba Clinic,,,Clinic,,,Local Authority / Rural,"Chikomba, Mashonaland East",Chikomba,Mashonaland East,,,,,,-18.92444,31.5676708221,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Shumba Clinic,,,Clinic,,,Local Authority / Rural,"Masvingo, Masvingo",Masvingo,Masvingo,,,,,,-20.42275,30.9691905975,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
Shumba Eric,,M 800943,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2018
SHUMBA H,,,Healthcare Provider,,PSMAS,,,,,,,,https://psmas.co.zw/directory/shumba-h/,,,,https://psmas.co.zw/directory/shumba-h/,PSMAS All Listings,2026-07-27,From PSMAS website listings API/HTML JSON
Shumba Hardlife,,M 500304,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2004
Shumba Lionel,,Int 804018,Doctor,Intern,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2024
Shumba Primrose,,M 803554,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2023
Shumba Tonderai,,M 802611,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2020
Shumbanhini Florence,,Int 805368,Doctor,Intern,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Female; Qualification: MBChB (ZIMB) 2026
Shumbayaonda Archbold,,M 800821,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2014
Shumbayaonda Collen Chipendo,,M 805897,Doctor,Medical Practitioner,,,,,,,,,,,,,https://www.mdpcz.co.zw/public_register,MDPCZ Public Register,2026-07-27,Gender: Male; Qualification: MBChB (ZIMB) 2023
Shurugwi Dental Surgery,,,Doctor,Surgeon,,,Number 90 May StreetBox 212,Shurugwi,Midlands,,,,,Takunda Mushininga,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shurugwi District Hospital,,,Hospital,,,,No 1 Peak Road,Shurugwi,Midlands,,,,,Chandiwana Nyachowe,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shurugwi District Hospital,,,Government Hospital,,,Government,"Shurugwi, Midlands",Shurugwi,Midlands,,,,,,-19.67286,30.0011692047,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: District Hospital; Ownership code/source: Government; Source updated field: 1998
SHURUGWI HOSPITAL,,,Hospital,,PSMAS,,,,,,,,https://psmas.co.zw/directory/shurugwi-hospital/,,,,https://psmas.co.zw/directory/shurugwi-hospital/,PSMAS All Listings,2026-07-27,From PSMAS website listings API/HTML JSON
Shurugwi Impala Medical Centre Lab,,,Clinic,,,,3916 Impali Source,Shurugwi,Midlands,,,,,Allen Munjanja,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shurugwi Impali Medical Centre,,,Clinic,,,,3916,Zvishavane,Midlands,,,,,Takawira Chichevo,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shurugwi Impali Medical Centre-X Ray,,,Clinic,,,,3916Impali Source,Shurugwi,Midlands,,,,,Atwell Chiremba,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shurugwi Impali PVT Hospital,,,Hospital,,,,3916Impali Source,Shurugwi,Midlands,,,,,Moses Nyamapanzi,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shurugwi Medical Centre,,,Clinic,,,,289 Beit Street,Shurugwi,Midlands,,,,,Prince Pedzisai,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
Shurugwi Surgery,,,Doctor,Surgeon,,,Number 90 May Street,Shurugwi,Midlands,,,,,Tinashe Magidi,,,https://hpa.co.zw/registered-facilities/,HPA Registered Facilities,2026-07-27,HPA registered facility; AHFoZ number not published on this page
SHURUGWI SURGERY,,,Doctor,Surgeon,PSMAS,,,,,,,,https://psmas.co.zw/directory/shurugwi-surgery/,,,,https://psmas.co.zw/directory/shurugwi-surgery/,PSMAS All Listings,2026-07-27,From PSMAS website listings API/HTML JSON
Shutu Clinic,,,Clinic,,,Local Authority / Rural,"Mazowe, Masonaland Central",Mazowe,Masonaland Central,,,,,,-17.07427,31.1391296387,https://data.humdata.org/dataset/1f291458-c999-434a-8160-e13fceaac957/resource/c60fac4d-b3fb-48a7-9652-7d7e44b34a89/download/health-facility-list-with-geo-codes.xlsx,HDX MoH Health Facility List,2026-07-27,Facility type: Clinic; Ownership code/source: Local Authority / Rural; Source updated field: 1998
